0.100000;-2.302585
0.200000;-1.609438
0.300000;-1.203973
0.400000;-0.916291
0.500000;-0.693147
0.600000;-0.510826
0.700000;-0.356675
0.800000;-0.223144
0.900000;-0.105361
1.000000;-0.000000
1.100000;0.095310
1.200000;0.182322
1.300000;0.262364
1.400000;0.336472
1.500000;0.405465
1.600000;0.470004
1.700000;0.530628
1.800000;0.587787
1.900000;0.641854
2.000000;0.693147
2.100000;0.741937
2.200000;0.788457
2.300000;0.832909
2.400000;0.875469
2.500000;0.916291
2.600000;0.955511
2.700000;0.993252
2.800000;1.029619
2.900000;1.064711
3.000000;1.098612
3.100000;1.131402
3.200000;1.163151
3.300000;1.193922
3.400000;1.223775
3.500000;1.252763
3.600000;1.280934
3.700000;1.308333
3.800000;1.335001
3.900000;1.360977
4.000000;1.386294
4.100000;1.410987
4.200000;1.435085
4.300000;1.458615
4.400000;1.481605
4.500000;1.504077
4.600000;1.526056
4.700000;1.547563
4.800000;1.568616
4.900000;1.589235
5.000000;1.609438
5.100000;1.629241
5.200000;1.648659
5.300000;1.667707
5.400000;1.686399
5.500000;1.704748
5.600000;1.722767
5.700000;1.740466
5.800000;1.757858
5.900000;1.774952
6.000000;1.791759
6.100000;1.808289
6.200000;1.824549
6.300000;1.840550
6.400000;1.856298
6.500000;1.871802
6.600000;1.887070
6.700000;1.902108
6.800000;1.916923
6.900000;1.931521
7.000000;1.945910
7.100000;1.960095
7.200000;1.974081
7.300000;1.987874
7.400000;2.001480
7.500000;2.014903
7.600000;2.028148
7.700000;2.041220
7.800000;2.054124
7.900000;2.066863
8.000000;2.079442
8.100000;2.091864
8.200000;2.104134
8.300000;2.116256
8.400000;2.128232
8.500000;2.140066
8.600000;2.151762
8.700000;2.163323
8.800000;2.174752
8.900000;2.186051
9.000000;2.197225
9.100000;2.208274
9.200000;2.219203
9.300000;2.230014
9.400000;2.240710
9.500000;2.251292
9.600000;2.261763
9.700000;2.272126
9.800000;2.282382
9.900000;2.292535
10.000000;2.302585
10.100000;2.312535
10.200000;2.322388
10.300000;2.332144
10.400000;2.341806
10.500000;2.351375
10.600000;2.360854
10.700000;2.370244
10.800000;2.379546
10.900000;2.388763
11.000000;2.397895
11.100000;2.406945
11.200000;2.415914
11.300000;2.424803
11.400000;2.433613
11.500000;2.442347
11.600000;2.451005
11.700000;2.459589
11.800000;2.468100
11.900000;2.476538
12.000000;2.484907
12.100000;2.493205
12.200000;2.501436
12.300000;2.509599
12.400000;2.517696
12.500000;2.525729
12.600000;2.533697
12.700000;2.541602
12.800000;2.549445
12.900000;2.557227
13.000000;2.564949
13.100000;2.572612
13.200000;2.580217
13.300000;2.587764
13.400000;2.595255
13.500000;2.602690
13.600000;2.610070
13.700000;2.617396
13.800000;2.624669
13.900000;2.631889
14.000000;2.639057
14.100000;2.646175
14.200000;2.653242
14.300000;2.660260
14.400000;2.667228
14.500000;2.674149
14.600000;2.681022
14.700000;2.687847
14.800000;2.694627
14.900000;2.701361
15.000000;2.708050
15.100000;2.714695
15.200000;2.721295
15.300000;2.727853
15.400000;2.734368
15.500000;2.740840
15.600000;2.747271
15.700000;2.753661
15.800000;2.760010
15.900000;2.766319
16.000000;2.772589
16.100000;2.778819
16.200000;2.785011
16.300000;2.791165
16.400000;2.797281
16.500000;2.803360
16.600000;2.809403
16.700000;2.815409
16.800000;2.821379
16.900000;2.827314
17.000000;2.833213
17.100000;2.839078
17.200000;2.844909
17.300000;2.850707
17.400000;2.856470
17.500000;2.862201
17.600000;2.867899
17.700000;2.873565
17.800000;2.879198
17.900000;2.884801
18.000000;2.890372
18.100000;2.895912
18.200000;2.901422
18.300000;2.906901
18.400000;2.912351
18.500000;2.917771
18.600000;2.923162
18.700000;2.928524
18.800000;2.933857
18.900000;2.939162
19.000000;2.944439
19.100000;2.949688
19.200000;2.954910
19.300000;2.960105
19.400000;2.965273
19.500000;2.970414
19.600000;2.975530
19.700000;2.980619
19.800000;2.985682
19.900000;2.990720
20.000000;2.995732
